id,type,title,director,cast,country,date_added,release_year,rating,duration_type,duration_int,score
ns5336,movie,baahubali 2: the conclusion (malayalam version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, ramya krishnan, nassar, subbaraju",SinDato,2017-08-07,2017,tv-14,min,166,3.519569471624266
ns5337,movie,baahubali 2: the conclusion (tamil version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, ramya krishnan, nassar, subbaraju",SinDato,2017-08-07,2017,tv-ma,min,166,3.514736842105263
ns5338,movie,baahubali: the beginning (hindi version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, nassar, ramya krishnan, sudeep",india,2017-08-07,2015,tv-14,min,159,3.4488272921108742
ns5339,movie,baahubali: the beginning (malayalam version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, nassar, ramya krishnan, sudeep",SinDato,2017-08-07,2015,tv-14,min,160,3.55688622754491
ns5340,movie,baahubali: the beginning (tamil version),s.s. rajamouli,"prabhas, rana daggubati, anushka shetty, tamannaah bhatia, sathyaraj, nassar, ramya krishnan, sudeep",SinDato,2017-08-07,2015,tv-14,min,159,3.5793814432989692
ns5341,movie,lego marvel super heroes: avengers reassembled!,rob silvestri,"laura bailey, troy baker, eric bauza, ben diskin, grant george, jp karliak, jim meskimen, bumper robinson, roger craig smith, fred tatasciore, travis willingham, mick wingert",united states,2017-08-06,2015,tv-y7,min,22,3.5670329670329672
ns5342,movie,enter the warriors gate,matthias hoene,"jeff daniels, jack o'connell, michelle dockery, scoot mcnairy, merritt wever, thomas brodie-sangster, francis ng, ni ni","france, canada, china, cambodia",2017-08-05,2016,pg-13,min,105,3.441431670281996
ns5343,movie,alan saldaña: mi vida de pobre,"raúl campos, jan suter",alan saldaña,mexico,2017-08-04,2017,tv-ma,min,54,3.5668202764976957
ns5344,movie,icarus,bryan fogel,"bryan fogel, grigory rodchenkov",united states,2017-08-04,2017,tv-ma,min,121,3.5407098121085596
ns5345,movie,message from the king,fabrice du welz,"chadwick boseman, luke evans, teresa palmer, alfred molina, natalie martinez, tom felton, dale dickey, sibongile mlambo","united kingdom, france, belgium, united states",2017-08-04,2017,r,min,103,3.548654244306418
ns5346,tv show,wet hot american summer: ten years later,SinDato,"elizabeth banks, lake bell, h. jon benjamin, michael ian black, sarah burns, josh charles, jai courtney, beth dover, john early, mark feuerstein, janeane garofalo, skyler gisondo, nina hellman, samm levine, joe lo truglio, ken marino, christopher meloni, alyssa milano, a.d. miles, marguerite moreau, eric nenninger, zak orth, david hyde pierce, chris pine, amy poehler, paul rudd, jason schwartzman, adam scott, molly shannon, michael showalter, rich sommer, david wain, kristen wiig",united states,2017-08-04,2017,tv-ma,season,1,3.5
ns5347,movie,the invisible guardian,fernando gonzález molina,"marta etura, elvira mínguez, francesc orella, itziar aizpuru, nene, miquel fernández, pedro casablanc, colin mcfarlane, benn northover","spain, germany",2017-08-03,2017,tv-ma,min,129,3.4877300613496933
ns5348,tv show,bountiful blessings,SinDato,"jessica hsuan, tay ping hui, thomas ong, jeffrey xu, ya hui, ann kok, zhu houren, yao wenlong",singapore,2017-08-01,2011,tv-14,season,1,3.5032537960954446
ns5349,tv show,close your eyes before it’s dark,SinDato,"bryan shu-hao chang, jian man-shu, yen tsao, sun ke-fang, allen chen, jake hsu, chu sheng-ping, blue lan",taiwan,2017-08-01,2016,tv-14,season,1,3.417558886509636
ns5350,tv show,entangled,SinDato,"thomas ong, jack tan, margaret wang, kate pang, huang qi ming, aileen tan, rayson tan, zhang shui fa",south korea,2017-08-01,2014,tv-14,season,1,3.5425531914893615
ns5351,tv show,fartsa,SinDato,"alexander petrov, fillip gorenshtein, maksim emelyanov, aleksey vesyolkin, zoya berber, ieva andrejevaite",russia,2017-08-01,2015,tv-14,season,1,3.641509433962264
ns5352,movie,handsome devil,john butler,"fionn o'shea, nicholas galitzine, andrew scott, michael mcelhatton, moe dunford, ruairí o'connor, jay duffy, mark lavery, jamie hallahan, ardal o'hanlon, amy huberman",ireland,2017-08-01,2016,tv-ma,min,95,3.593945720250522
ns5353,tv show,"have you ever fallen in love, miss jiang?",SinDato,"lan cheng-lung, esther yeh, he yu-chen, greg han",SinDato,2017-08-01,2016,tv-14,season,1,3.5053304904051172
ns5354,movie,jessica darling's it list,ali scher,"chloe east, emma rayne lyle, jane widdop, jane sibbett, eric lutes, blair fowler, ashley liao, eva bella, kimrie lewis-davis, abraham benrubi",united states,2017-08-01,2016,tv-y,min,80,3.5911062906724514
ns5355,tv show,life plan a and b,SinDato,"rainie yang, yan yu-lin, johnny lu, chang fu-chien, chen chi-hsia",taiwan,2017-08-01,2016,tv-pg,season,1,3.4989406779661016
ns5356,tv show,locust,SinDato,"pyotr fyodorov, paulina andreeva, dmitry shevchenko, aleksey gorbunov, evgeniya dmitrieva, maksim pinsker",russia,2017-08-01,2014,tv-ma,season,1,3.573
ns5357,tv show,love storm,SinDato,"chris wu, chen yu, greg han, esther yeh, yeh chen-ting, deng yu-kai",SinDato,2017-08-01,2016,tv-14,season,1,3.4948347107438016
ns5358,movie,maz jobrani: immigrant,maz jobrani,maz jobrani,SinDato,2017-08-01,2017,tv-14,min,67,3.5448577680525166
ns5359,movie,opening night,isaac rentz,"topher grace, alona tal, anne heche, taye diggs, rob riggle, paul scheer, j.c. chasez, lauren lapkus, lesli margherita, brian huskey",united states,2017-08-01,2016,tv-ma,min,84,3.5107066381156318
ns5360,movie,raising the bar,clay glen,"kelli berglund, lili karamalikis, tess fowler, emily morris, peta shannon, adam tuominen, caetlyn collins, jack tomich, isabelle andary-geslin, rachel d'sena",australia,2017-08-01,2016,tv-y,min,97,3.526315789473684
ns5361,tv show,surviving escobar - alias jj,SinDato,"juan pablo urrego, amparo grisales, nicole santamaría, elkin díaz, francisco javier rueda, ramsés ramos, lina marcela castrillón, toto vega, camilo sáenz, mijail mulkay, natasha klauss, nelson camayo",SinDato,2017-08-01,2017,tv-ma,season,1,3.511472275334608
ns5362,movie,the blind christ,christopher murray,"michael silva, bastián inostroza, ana maría henríquez, mauricio pinto, pedro godoy, hermelinda cayo, héctor mella, gonzalo villalobos, noelia rubio","chile, france",2017-08-01,2016,tv-ma,min,86,3.5081967213114753
ns5363,tv show,the in-laws,SinDato,"louise lee, rui en, pierre png, darren lim, cynthia koh, belinda lee",singapore,2017-08-01,2011,tv-14,season,1,3.489247311827957
ns5364,tv show,the it crowd,SinDato,"chris o'dowd, richard ayoade, katherine parkinson, matt berry",united kingdom,2017-08-01,2013,tv-ma,season,5,3.5338427947598254
ns5365,movie,un plus une,claude lelouch,"jean dujardin, elsa zylberstein, christopher lambert, alice pol, rahul vohra, shriya pilgaonkar, abhishek krishnan, venantino venantini, amma, kalki koechlin",france,2017-08-01,2015,tv-ma,min,114,3.4595744680851066
ns5366,tv show,vexed,SinDato,"toby stephens, miranda raison, lucy punch, nick dunning, rory kinnear, ronny jhutti, roger griffiths, patrick baladi",united kingdom,2017-08-01,2012,tv-ma,season,2,3.5124282982791586
ns5367,tv show,world war ii in colour,SinDato,robert powell,united kingdom,2017-08-01,2009,tv-ma,season,1,3.5440251572327046
ns5368,tv show,daughters of destiny,vanessa roth,SinDato,united states,2017-07-28,2017,tv-14,season,1,3.5476190476190474
ns5369,movie,the incredible jessica james,jim strouse,"jessica williams, chris o'dowd, lakeith stanfield, noël wells, taliyah whitaker, zabryna guevara, sarah jones, will stephen, susan heyward, megan ketch",united states,2017-07-28,2017,tv-ma,min,84,3.5093555093555096
ns5370,movie,joe mande’s award-winning comedy special,daniel gray longino,joe mande,united states,2017-07-25,2017,tv-ma,min,67,3.502988047808765
ns5371,movie,i called him morgan,kasper collin,SinDato,"sweden, united states",2017-07-24,2016,tv-14,min,91,3.541407867494824
ns5372,movie,aditi mittal: things they wouldn't let me say,fazila allana,aditi mittal,india,2017-07-18,2017,tv-ma,min,63,3.512987012987013
ns5373,tv show,ari shaffir: double negative,eric abrams,ari shaffir,united states,2017-07-18,2017,tv-ma,season,1,3.6399594320486814
ns5374,movie,uncertain glory,agustí villaronga,"marcel borràs, bruna cusí, nuria prims, oriol pla, luisa gavasa, terele pávez, fernando esteso, juan diego, roger casamajor, jorge usón",spain,2017-07-17,2017,tv-ma,min,116,3.503875968992248
ns5375,movie,amar,esteban crespo,"maría pedraza, pol monen, natalia tena, nacho fresneda, greta fernández, gustavo salmerón, celso bugallo, sonia almarcha, marta belenguer",spain,2017-07-15,2017,tv-ma,min,104,3.5209125475285172
ns5376,movie,buddy thunderstruck: the maybe pile,harry chaskin,"brian atkinson, ted raimi, harry chaskin, debi derryberry, philip maurice hayes, leigh kelly, j.d. ryznar, nick shakoour, ryan wiesbrock, clark wiesbrock",united states,2017-07-14,2017,tv-y7,min,14,3.546979865771812
ns5377,movie,chasing coral,jeff orlowski,SinDato,united states,2017-07-14,2017,tv-pg,min,89,3.5721757322175733
ns5378,movie,to the bone,marti noxon,"lily collins, keanu reeves, carrie preston, lili taylor, alex sharp, liana liberato, brooke smith, leslie bibb, kathryn prescott",united states,2017-07-14,2017,tv-ma,min,108,3.617878192534381
ns5379,movie,d.l. hughley: clear,jay chapman,d.l. hughley,united states,2017-07-13,2014,tv-ma,min,59,3.5325865580448066
ns5380,movie,tom segura: completely normal,jay chapman,tom segura,united states,2017-07-13,2014,tv-ma,min,74,3.4798301486199574
ns5381,tv show,dawn of the croods,SinDato,"stephanie lemelin, a.j. locascio, dan milano, grey delisle, cree summer, laraine newman, chris parnell, ana gasteyer, dee bradley baker, thomas lennon, dominic catrambone",united states,2017-07-07,2017,tv-y7,season,4,3.5607675906183367
ns5382,tv show,degrassi: next class,stefan brogren,"amanda arcuri, amir bageria, soma bhatia, jamie bloch, stefan brogren, chelsea clark, reiya downs, ana golja, nikki gould, ricardo hoyos, ehren kassam, andre kim, lyle lettau, spencer macpherson, eric osborne, dante scott, olivia scriven, sara waisglass, richard walters",canada,2017-07-07,2017,tv-14,season,4,3.5091463414634148
ns5383,tv show,diamond lover,SinDato,"rain, tiffany tang, luo jin, dilraba dilmurat, yao yichen",china,2017-07-07,2015,tv-pg,season,1,3.539784946236559
ns5384,tv show,king’s war,SinDato,"chen daoming, peter ho, duan yihong, qin lan, li yixiao, yang lixin, you yong, yu hewei",china,2017-07-07,2012,tv-14,season,1,3.5535714285714284
ns5385,tv show,qin empire: alliance,SinDato,"fu dalong, ning jing, yu entai, zhou bo, fu miao, feihu sun, lu ying, qiu yongli",china,2017-07-07,2012,tv-14,season,1,3.567404426559356
ns5386,movie,take me,pat healy,"taylor schilling, pat healy, alycia delmore, jim o'heir, brooke dillman, mark kelly, toby huss, alejandro patiño",united states,2017-07-07,2017,tv-ma,min,84,3.504158004158004
ns5387,tv show,the legend of bruce lee,SinDato,"danny chan, michelle lang, ted duran, hazen macintyre, luoyong wang, natalia dzyublo, traci ann wolfe, ke gai, zhou zhou, yu chenghui",china,2017-07-07,2008,tv-14,season,1,3.5285996055226825
ns5388,movie,10 jours en or,nicolas brossette,"franck dubosc, claude rich, marie kremer, mathis touré, rufus, olivier claverie",france,2017-07-01,2012,tv-14,min,97,3.521472392638037
ns5389,tv show,46,serdar akar,"erdal beşikçioğlu, yasemin allen, melis birkan, saygın soysal, berkan şal, metin belgin, ayça eren, selin uludoğan, özay fecht, suna yıldızoğlu",turkey,2017-07-01,2016,tv-ma,season,1,3.521875
ns5390,movie,a 2nd chance,clay glen,"nina pearce, adam tuominen, emily morris, amy handley, carmel johnson, alanah gilbert, hapi murphy, lilly blacker, julie kay lumasag, elysia markou",australia,2017-07-01,2011,pg,min,95,3.574380165289256
ns5391,tv show,against the tide,SinDato,"christopher lee, rui en, desmond tan, zheng geping, zhang zhenhuan, paige chua, xu bin, carrie wong",singapore,2017-07-01,2014,tv-14,season,1,3.4710743801652892
ns5392,movie,amrapali,lekh tandon,"vyjayantimala, sunil dutt, prem nath, bipin gupta, gajanan jagirdar, zul vellani, k.n. singh, randhir",india,2017-07-01,1966,tv-pg,min,116,3.5380184331797233
ns5393,tv show,barbie life in the dreamhouse,SinDato,"kate higgins, sean hankinson, haviland stillwell, paula rhodes, charlie bodin, laura gerow, katie crown, nakia burrise, tara sands, ashlyn selich","united states, canada",2017-07-01,2012,tv-y,season,1,3.497076023391813
ns5394,tv show,breakout,SinDato,"jeanette aw, elvin ng, zhou ying, christopher lee, dai xiangyu, guo liang",SinDato,2017-07-01,2010,tv-14,season,1,3.5935483870967744
ns5395,movie,hans teeuwen: real rancour,doesjka van hoogdalem,hans teeuwen,netherlands,2017-07-01,2018,tv-ma,min,86,3.529535864978903
ns5396,tv show,intersection,SinDato,"i̇brahim çelikkol, belçim bilgin, alican yücesoy, teoman kumbaracıbaşı, serdar yeğin, tülay günal, gözde cığacı, ferit aktuğ, rojda demirer, aybars kartal özson",turkey,2017-07-01,2016,tv-ma,season,3,3.5434782608695654
ns5397,movie,lal patthar,sushil majumdar,"raaj kumar, hema malini, rakhee gulzar, vinod mehra, asit kumar sen, paintal, dulari, chandramohan, sujata bakshi, meena t.",india,2017-07-01,1971,tv-14,min,153,3.504158004158004
ns5398,tv show,learning songs by little baby bum: nursery rhyme friends,SinDato,"chloe marsden, aaron marsden, maría esnoz",united kingdom,2017-07-01,2015,tv-y,season,1,3.6
ns5399,movie,liar's dice,geetu mohandas,"nawazuddin siddiqui, geetanjali thapa, manya gupta, murari kumar",india,2017-07-01,2013,tv-ma,min,104,3.579520697167756
ns5400,tv show,mystic whispers,SinDato,"romeo tan, sheila sim, yuan shuai, aloysius pang",singapore,2017-07-01,2014,tv-14,season,1,3.610021786492375
ns5401,movie,professor,lekh tandon,"shammi kapoor, kalpana, lalita pawar, parveen choudhary, salim, pratima devi, rashid khan, bir sakuja, bela bose, ratnamala",india,2017-07-01,1962,tv-pg,min,163,3.490506329113924
ns5402,tv show,spice up,SinDato,"jeanette aw, patrick lee, huang qi ming, sora ma, hong huifang, xu bin, chen shucheng",SinDato,2017-07-01,2014,tv-14,season,1,3.534188034188034
ns5403,movie,the invisible guest,paulo oriol,"mario casas, ana wagener, josé coronado, bárbara lennie, francesc orella, paco tous, david selvas",spain,2017-07-01,2016,tv-14,min,106,3.457023060796646
ns5404,tv show,the oath,SinDato,"christopher lee, jesseca liu, ann kok, kate pang, zhang zhenhuan, richard low",singapore,2017-07-01,2011,tv-14,season,1,3.5071868583162216
ns5405,tv show,the truth seekers,SinDato,"chen hanwei, rebecca lim, desmond tan, yusuke fukuchi",singapore,2017-07-01,2016,tv-ma,season,1,3.5847457627118646
ns5406,tv show,the ultimatum,SinDato,"zoe tay, fann wong, li nanxing, tay ping hui, elvin ng, felicia chin, jerry yeo",singapore,2017-07-01,2009,tv-14,season,1,3.529045643153527
ns5407,tv show,unriddle,SinDato,"rui en, chen liping, tay ping hui, andie chen, xiang yun, joshua ang, zhou ying",singapore,2017-07-01,2012,tv-14,season,2,3.6601239669421486
ns5408,tv show,world at your feet,SinDato,"ha yu, tay ping hui, jeanette aw, elvin ng, yvonne lim, zhang zhenhuan, vivian lai, ian fang, xu bin",singapore,2017-07-01,2014,tv-14,season,1,3.5094736842105263
ns5409,movie,yaar gaddar,umesh mehra,"mithun chakraborty, saif ali khan, somy ali, prem chopra, gulshan grover, puneet issar, himani shivpuri, johnny lever, yunus parvez, umesh shukla",india,2017-07-01,1994,tv-14,min,148,3.6258064516129034
ns5410,tv show,yes we can!,SinDato,"romeo tan, rebecca lim, sora ma, xu bin, chen liping, chen hanwei, yao wenlong, eelyn kok, dennis chew",singapore,2017-07-01,2014,tv-14,season,1,3.4696356275303644
ns5411,tv show,yours fatefully,SinDato,"kingone wang, jesseca liu, xiang yun, chen shucheng, eelyn kok, cavin soh, sora ma",singapore,2017-07-01,2012,tv-14,season,1,3.5305263157894737
ns5412,movie,zipi & zape y la isla del capitan,oskar santos,"teo planell, toni gómez, elena anaya, iria castellano, máximo pastor, ana blanco de córdova, fermí reixach, jorge bosch, carolina lapausa, goizalde núñez, juan codina",spain,2017-07-01,2016,tv-pg,min,105,3.4942528735632186
ns5413,tv show,criminal minds,SinDato,"mandy patinkin, joe mantegna, thomas gibson, shemar moore, matthew gray gubler, kirsten vangsness, a.j. cook, paget brewster, lola glaudini, jennifer love hewitt, jeanne tripplehorn","united states, canada",2017-06-30,2017,tv-14,season,12,3.501919385796545
ns5414,tv show,gypsy,SinDato,"naomi watts, billy crudup, sophie cookson, karl glusman, poorna jagannathan, brooke bloom, lucy boynton, melanie liburd, brenda vaccaro, maren heary, blythe danner","united states, united kingdom",2017-06-30,2017,tv-ma,season,1,3.539651837524178
ns5415,tv show,little witch academia,SinDato,"megumi han, fumiko orikasa, michiyo murase, yoko hikasa, arisa shida, rie murakawa, reina ueda, ryosuke kanemoto, junko takeuchi, noriko hidaka",japan,2017-06-30,2017,tv-y7,season,2,3.5220588235294117
ns5416,movie,okja,bong joon ho,"tilda swinton, jake gyllenhaal, an seo hyun, paul dano, steven yeun, byun heebong, lily collins, yoon je moon, shirley henderson, daniel henshall, devon bostick, woo shik choi, giancarlo esposito","south korea, united states",2017-06-28,2017,tv-ma,min,121,3.5256124721603563
ns5417,movie,chris d'elia: man on fire,bill d'elia,chris d'elia,united states,2017-06-27,2017,tv-ma,min,66,3.569868995633188
ns5418,movie,i am michael,justin kelly,"james franco, zachary quinto, emma roberts, charlie carver, avan jogia, daryl hannah, lesley ann warren, jefferson mays, jan maxwell, ahna o'reilly",united states,2017-06-26,2015,tv-ma,min,102,3.571129707112971
ns5419,movie,nobody speak: trials of the free press,brian knappenberger,SinDato,"netherlands, united states",2017-06-23,2017,tv-14,min,96,3.598989898989899
ns5420,movie,you get me,brent bonacorso,"bella thorne, halston sage, taylor john smith, nash grier, anna akana, kathryn morris, brigid brannagh, kimberly williams-paisley, tyler hanson",united states,2017-06-23,2017,tv-ma,min,89,3.5715767634854774
ns5421,movie,dangal,nitesh tiwari,"aamir khan, sakshi tanwar, fatima sana shaikh, sanya malhotra, aparshakti khurana, zaira wasim, suhani bhatnagar, ritwik sahore",india,2017-06-21,2016,tv-pg,min,161,3.4769874476987446
ns5422,tv show,young & hungry,SinDato,"emily osment, kym whitley, rex lee, jonathan sadowski, aimee carrero, jesse mccartney, ashley tisdale",united states,2017-06-21,2017,tv-14,season,5,3.5623655913978496
ns5423,tv show,pac-man and the ghostly adventures,SinDato,"erin mathews, sam vincent, andrea libman, ashleigh ball, ian james corlett, brian drummond, lee tockar, matt hill","united states, japan, canada",2017-06-20,2014,tv-y7,season,2,3.5335497835497836
ns5424,movie,puss in book: trapped in an epic tale,"roy burdine, johnny castuciano","eric bauza, jayma mays, maria bamford, jeff bennett, grey griffin, carla jimenez, paul rugg, joshua rush",united states,2017-06-20,2017,tv-y7,min,24,3.516932270916335
ns5425,movie,rory scovel tries stand-up for the first time,scott moran,rory scovel,united states,2017-06-20,2017,tv-ma,min,66,3.6067653276955602
ns5426,tv show,aquarius,SinDato,"david duchovny, gethin anthony, grey damon, emma dumont, claire holt, michaela mcmanus, brían f. o'byrne, david meunier, ambyr childers, tara lynne barr, whitney rose pynn, jason ralph",united states,2017-06-16,2016,tv-ma,season,2,3.640081799591002
ns5427,movie,counterpunch,jay bulger,SinDato,united states,2017-06-16,2017,tv-ma,min,91,3.5691144708423326
ns5428,movie,what the health,"kip andersen, keegan kuhn",SinDato,united states,2017-06-16,2017,tv-pg,min,92,3.5214132762312635
ns5429,tv show,world of winx,iginio straffi,"haven paschall, alysha deslorieux, jessica paquet, eileen stevens, kate bristol, saskia maarleveld, brittany pressley, billy bob thompson, marc thompson, suzy myers, jason griffith, samara naeymi, wayne grayson, alyson leigh rosenfeld, abe goldfarb, lisa flanagan","italy, united states",2017-06-16,2017,tv-y7,season,2,3.4892008639308854
ns5430,movie,kanavu variyam,arun chidambaram,"jiya anil manne, arun chidambaram, t.p. gajendran, gnanasambandam, m. ilavarasu, yog japee, mayilsamy, black pandi",india,2017-06-15,2017,tv-pg,min,104,3.62217659137577
ns5431,movie,marco luque: tamo junto,caio cobra,marco luque,brazil,2017-06-15,2017,tv-ma,min,73,3.643348623853211
ns5432,movie,the russian revolution,cal seville,jonathan kydd,united kingdom,2017-06-15,2017,tv-pg,min,47,3.518008474576271
ns5433,movie,"oh, hello on broadway",michael john warren,"nick kroll, john mulaney",united states,2017-06-13,2017,tv-ma,min,102,3.517970401691332
ns5434,tv show,28 moons,SinDato,"jin-sung yang, kyu-jong kim, tae-hwan kang, geummi",south korea,2017-06-10,2016,tv-pg,season,1,3.508695652173913
ns5435,tv show,magic phone,SinDato,"jin-woo kim, min-ji park, in-jun gwak, gi-du kim",south korea,2017-06-10,2016,tv-pg,season,1,3.5011709601873537
ns5436,tv show,man to man,chang-min lee,"hae-jin park, sung-woong park, min-jung kim, jung-an chae, jung-hoon yeon, hyun-sung jang, man-sik jung, shin-il kang, ho-jin chun, in-ho tae",south korea,2017-06-10,2017,tv-14,season,1,3.5565843621399176
ns5437,tv show,my little baby,SinDato,"ji-ho oh, soo-kyung lee, min-jae kim, ji-hyun nam",south korea,2017-06-10,2016,tv-pg,season,1,3.5055066079295156
ns5438,tv show,singles villa,SinDato,"joe cheng, lulu xu, jiro wang, viann zhang, han chengyu",china,2017-06-10,2015,tv-14,season,1,3.5396825396825395
ns5439,tv show,under the black moonlight,SinDato,"tae-hyun nam, soo-yeon kim, seo-ra kim, tae-hwan kang, young-jo yang",south korea,2017-06-10,2016,tv-14,season,1,3.49
ns5440,tv show,my only love song,SinDato,"seung-yeon gong, jong-hyun lee, yeon-seo kim, bo-hyun ahn, jai-jin lee, joo-hyung park",south korea,2017-06-09,2017,tv-ma,season,1,3.510344827586207
ns5441,movie,shimmer lake,oren uziel,"benjamin walker, rainn wilson, rob corddry, adam pally, ron livingston, john michael higgins, wyatt russell, stephanie sigman, mark rendall, isabel dove, angela vint","canada, united states",2017-06-09,2017,tv-ma,min,87,3.477777777777778
ns5442,movie,the wishing tree,manika sharma,"shabana azmi, makrand deshpande, harshpreet kaur, aabhas yadav, shivani joshi, saurabh shukla",india,2017-06-05,2017,tv-14,min,117,3.525145067698259
ns5443,movie,headshot,"timo tjahjanto, kimo stamboel","iko uwais, chelsea islan, julie estelle, sunny pang, very tri yulisman, david hendrawan, zack lee, yayu unru, ganindra bimo",indonesia,2017-06-03,2016,tv-ma,min,119,3.4576446280991737
ns5444,movie,1898: our last men in the philippines,salvador calvo,"luis tosar, javier gutiérrez, álvaro cervantes, karra elejalde, carlos hipólito, ricardo gómez, patrick criado, eduard fernández, miguel herrán, emilio palacios",spain,2017-06-02,2016,r,min,130,3.475442043222004
ns5445,tv show,crashing,SinDato,"phoebe waller-bridge, jonathan bailey, adrian scarborough, damien molony, louise ford, julie dray, amit shah",united kingdom,2017-06-02,2016,tv-ma,season,1,3.440625
ns5446,tv show,flaked,SinDato,"will arnett, david sullivan, ruth kearney, george basil, lina esco, travis mills, robert wisdom, mark boone junior, matthew willig, heather graham, kirstie alley, sab shimono, christopher mintz-plasse, minerva garcia, jeff daniel phillips",united states,2017-06-02,2017,tv-ma,season,2,3.5156576200417535
ns5447,movie,lucid dream,jun-seong kim,"ko soo, kyung-gu seol, yu-chun park, hye-jung kang, in-hwan park, ho-jin chun",south korea,2017-06-02,2017,tv-ma,min,102,3.4727463312368974
ns5448,movie,aashik awara,umesh mehra,"saif ali khan, mamta kulkarni, mohnish bahl, sharmila tagore, saeed jaffrey, kader khan",india,2017-06-01,1993,tv-14,min,154,3.4568421052631577
ns5449,movie,amelia: a tale of two sisters,edward cotterill,rachael stirling,united kingdom,2017-06-01,2017,tv-pg,min,44,3.516326530612245
ns5450,movie,catfight,onur tukel,"sandra oh, anne heche, alicia silverstone, amy hill, myra lucretia taylor, ariel kavoussi, damian young, stephen gevedon, giullian yao gioiello, tituss burgess",united states,2017-06-01,2016,tv-ma,min,96,3.6727861771058317
ns5451,movie,how to stage a coup,cal seville,cal seville,united kingdom,2017-06-01,2017,tv-14,min,47,3.480132450331126
ns5452,movie,jackie: a tale of two sisters,edward cotterill,rachael stirling,united kingdom,2017-06-01,2017,tv-pg,min,44,3.6391752577319587
ns5453,movie,lens,jayaprakash radhakrishnan,"jayaprakash radhakrishnan, anand sami, aswathy lal, misha ghoshal",india,2017-06-01,2015,tv-ma,min,109,3.5240384615384617
ns5454,movie,little boxes,rob meyer,"melanie lynskey, nelsan ellis, armani jackson, oona laurence, janeane garofalo, christine taylor, nadia dajani, veanne cox, will janowitz, julie hays",united states,2017-06-01,2016,tv-ma,min,89,3.4655831739961758
ns5455,movie,love.com,anita barbosa,"isis valverde, gil coelho, joaquim lopes, carol portes, alexandra richter, marcos mion, joão côrtes, césar cardadeiro",brazil,2017-06-01,2017,tv-ma,min,92,3.502155172413793
ns5456,movie,maya memsaab,ketan mehta,"deepa sahi, farooq shaikh, raj babbar, shah rukh khan, shreeram lagoo, sudha shivpuri, paresh rawal, raghuvir yadav, satyadev dubey","france, united kingdom, india",2017-06-01,1993,tv-14,min,122,3.479338842975207
ns5457,movie,michael lost and found,daniel wilner,SinDato,"canada, united states",2017-06-01,2017,tv-pg,min,19,3.567901234567901
ns5458,tv show,mind game,SinDato,"tay ping hui, joanne peh, zhang yaodong, paige chua, akit tay",singapore,2017-06-01,2015,tv-14,season,1,3.5489021956087825
ns5459,tv show,miniforce,SinDato,"sang-hyun um, jeong-hwa yang, tae-yeol jeon, yong-woo shin, so-yeong lee, wan-kyung sung, soyeon, jin-wook hong, yeong-wung jeong",SinDato,2017-06-01,2016,tv-y7,season,1,3.576017130620985
ns5460,tv show,off camera,SinDato,sam jones,united states,2017-06-01,2015,tv-ma,season,3,3.638144329896907
ns5461,movie,oh darling yeh hai india,ketan mehta,"shah rukh khan, deepa sahi, javed jaffrey, anupam kher, amrish puri, tom alter, tinnu anand, sadashiv amrapurkar, tiku talsania, kader khan",india,2017-06-01,1995,tv-14,min,154,3.4947145877378434
ns5462,movie,prince,lekh tandon,"shammi kapoor, vyjayantimala, rajendra nath, ajit, helen, leela chitnis, parveen choudhary, sudhir, sunder, rashid khan",india,2017-06-01,1969,tv-pg,min,152,3.5351966873706004
ns5463,movie,qila,umesh mehra,"dilip kumar, mukul dev, rekha, mamta kulkarni, smita jaykar, gulshan grover",india,2017-06-01,1998,tv-14,min,161,3.5142857142857142
ns5464,movie,smoke & mirrors,alberto rodríguez,"eduard fernández, josé coronado, marta etura, carlos santos, enric benavent, philippe rebbot, israel elejalde, tomás del estal, emilio gutiérrez caba",spain,2017-06-01,2016,tv-14,min,123,3.528942115768463
ns5465,tv show,the day will come,SinDato,"sofie gråbøl, lars mikkelsen, harald kaiser hermann, albert rudbeck lindhardt, laurids skovgaard andersen, søren sætter lassen, sonja richter, david dencik, solbjørg højfeldt, lars ranthe",denmark,2017-06-01,2016,tv-14,season,1,3.5214285714285714
ns5466,tv show,the dream job,SinDato,"hugo ng, shaun chen, jeanette aw, rebecca lim, zhang zhenhuan, ian fang",singapore,2017-06-01,2016,tv-14,season,1,3.5237113402061855
ns5467,movie,the mitfords: a tale of two sisters,edward cotterill,rachael stirling,united kingdom,2017-06-01,2017,tv-pg,min,44,3.5480349344978164
ns5468,movie,without gorky,cosima spender,SinDato,united kingdom,2017-05-31,2011,tv-14,min,80,3.600213219616205
ns5469,movie,sarah silverman a speck of dust,liam lynch,sarah silverman,united states,2017-05-30,2017,tv-ma,min,71,3.5262008733624453
ns5470,movie,rangoon,vishal bhardwaj,"saif ali khan, shahid kapoor, kangana ranaut, shriswara, richard mccabe, satoru kawaguchi, surendra pal, lin laishram",india,2017-05-29,2017,tv-14,min,153,3.573558648111332
